推數,噓數,文章分數,文章作者,文章名稱,發表時間
25,4,21,Rusnake5566 (魯蛇+56 PTT最強帳號),[問卦] 兩個候選人選前一個月同時陣亡的可能性,Fri Oct  2 13:56:39 2020
11,11,0,LoveMakeLove (ボケ),[新聞]江啟臣：兩岸是不對稱的戰爭 從募兵改徵兵,Wed Oct  7 18:53:08 2020
20,0,20,MintSu (Simon),[問卦] 如果川普老婆死於武漢肺炎會怎麼樣？,Fri Oct  2 13:30:55 2020
31,2,29,seiya2000 (風見),[問卦] 為什麼古代生物體型可以長到這麼大？,Fri Oct  2 12:35:18 2020
106,6,100,kasumi5566 (霞),[問卦] 支那女生是不是都沒錢修補衣服,Fri Oct  2 13:43:25 2020
11,27,-16,starport (輕鬆看),[新聞] 川普夫婦確診了！網友卻認為「案情不單,Fri Oct  2 14:30:34 2020
6,0,6,trolleybus99 (不要問),[問卦] 習大大現在在想什麼,Fri Oct  2 14:07:53 2020
2,4,-2,hk410050 (A柏),[新聞] 國際藝文人士來台可申請專案縮短隔離 國,Wed Oct  7 16:53:31 2020
36,4,32,tennoji2003 (),[問卦] 隨便說三個你會的做愛技巧！,Wed Oct  7 17:55:20 2020
4,0,4,XDDDpupu5566 (XDpu56家族),[問卦] 亡國之君在想什麼？,Fri Oct  2 14:13:42 2020
4,3,1,E24056823 (RAINFAULT),[問卦] 現在新聞都喜歡用什麼字眼啊,Fri Oct  2 13:25:47 2020
7,2,5,hhuuu (hhhh),[問卦] 你第一眼直覺這個能防螞蟻嗎,Wed Oct  7 17:30:27 2020
149,14,135,gogopacer (gogopacer),[問卦] 大安區的便當這樣多少？,Wed Oct  7 18:07:59 2020
2,2,0,WaWa3 (寂寞的麻糬),[問卦] 泌尿科找女醫師，最後向台女露鳥的機會？,Fri Oct  2 11:32:58 2020
10,0,10,ccf52881 (ccf52881),[新聞] 新莊、樹林周邊電桿全面地下化 耗資9億54,Wed Oct  7 16:42:00 2020
4,0,4,zalora (lara),[新聞] 印度邊境布防巡航導彈目標鎖解放軍西藏,Fri Oct  2 12:59:39 2020
94,29,65,www90173 (明鏡),[問卦] 華堡是不是屌打大麥克,Wed Oct  7 16:26:18 2020
8,6,2,cimo764 (蘋果西打),[新聞] 扯！台中發獎狀竟印中國民國　師：原來,Wed Oct  7 19:37:02 2020
4,0,4,a12345x (到不了終點),[問卦] 台灣的印度人多嗎,Fri Oct  2 12:49:40 2020
56,2,54,Conan5566 (連續殺人),[問卦] 川普遺書會寫什麼？,Fri Oct  2 15:01:05 2020
2,6,-4,posen2012 (posen),[問卦] 阿福一字馬484很香啊？,Wed Oct  7 17:20:27 2020
8,2,6,ericf129 (☆小艾克★),[問卦] 有沒有國慶煙火超屌的八卦？,Wed Oct  7 16:13:15 2020
8,10,-2,keane9112 (拎北逮頑郎 拎北反支那啦),[問卦] 那些質疑魏如萱的是否沒看到這段才質疑,Wed Oct  7 16:47:45 2020
4,0,4,aure0914 (tunik),[問卦] 如果川普在選前掛掉會怎樣？,Fri Oct  2 14:46:55 2020
10,0,10,cklovework (ckcck休。),[問卦] 65歲老人可以湊到一個輕裝師嗎？,Wed Oct  7 19:56:55 2020
5,0,5,sookie (宣醬),[新聞] 最新Chromecast搭載Google TV與遙控器,Wed Oct  7 19:05:05 2020
9,1,8,faceloser (臉輸哥),[問卦] 如果川普跟拜登都在選前病逝？,Fri Oct  2 13:29:51 2020
2,2,0,jiouje (JioUje),[問卦] 洗頭妹 幫我洗頭帶手套？？？？,Wed Oct  7 21:20:19 2020
11,3,8,jerrysuper (super),[問卦] 機車吵爸媽出錢買的在想什麼？,Fri Oct  2 12:45:31 2020
26,3,23,jasonlin2100 (jasonlin),[問卦] 湖口一堆流氓8+9？,Wed Oct  7 18:39:50 2020
11,3,8,abcde010710 (跟著風向走的肥宅),[問卦] 林俊傑音樂功力怎麼樣,Wed Oct  7 17:16:44 2020
4,0,4,hmt17 (Popo:(bﾟ▽ﾟ)b),[新聞]《惡靈古堡》電影再啟卡司曝光！Netfix影,Wed Oct  7 21:20:51 2020
30,1,29,wizardfizban (瘋法師),[新聞] 萊豬文宣竟進入北市7國小 北市教育局：確,Wed Oct  7 20:41:42 2020
12,0,12,ibox5566 (I盒子5566),[問卦] 今天美股會熔斷嗎？,Fri Oct  2 13:09:18 2020
12,4,8,ron19971997 (安安),[問卦] 台北車站真的算迷宮嗎？,Wed Oct  7 16:47:55 2020
1,3,-2,powyo (光子郎),[問卦] 排骨酥湯+湯圓 這樣吃會很客家嗎,Fri Oct  2 13:12:15 2020
32,7,25,tw689 (台灣689),[問卦] 住在陽明山上有什麼優點？,Wed Oct  7 20:16:57 2020
6,2,4,stock5566 (股神56),[問卦] 活過2020年484能嘴一輩子？,Fri Oct  2 13:33:39 2020
1,0,1,showlive0214 (凡艾草),[問卦] 川普確診是不是八奇的思考力領域,Fri Oct  2 14:17:26 2020
9,1,8,underwood (安德伍德),[問卦] 有人只能靠年終存錢的ㄇ,Fri Oct  2 12:11:08 2020
1,0,1,aabbcc520 (U質文),[問卦] 請問女同事問我要不要去同事婚禮的八卦,Fri Oct  2 14:57:45 2020
6,3,3,nissan168 (pingGO),[問卦] 坑殺四十萬趙國降卒？,Fri Oct  2 12:47:02 2020
9,2,7,lotudi (憶苦方知思甜),[問卦]低碳飲食的狀態下有辦法不容易肚子餓？,Wed Oct  7 17:54:03 2020
10,0,10,LeonardoChen (LeonardoChen),[問卦] 亂倫的黑數484很高？,Wed Oct  7 16:35:19 2020
0,0,0,zzyyxx77 (討噓大師77),[問卦] 騎到新竹宇老 再來要幹嗎？,Fri Oct  2 15:37:17 2020
117,15,102,Quiff (in the Shell),[爆卦] 拜登領先擴大至21%！,Wed Oct  7 17:52:26 2020
1,0,1,tangqingcai (燙青菜),[問卦] 武漢病毒現在在想什麼？,Fri Oct  2 13:21:56 2020
25,6,19,Allen1096 (慾望越大，硬碟越大),[問卦] 有沒有新竹火車站的八卦,Wed Oct  7 18:30:59 2020
12,14,-2,Mayinggo (甲甲跟柯糞一起下去),[新聞] 變態直排輪教練！帶7男童拍裸照打飛機,Fri Oct  2 12:29:23 2020
5,13,-8,nk11208z (小魯),[新聞] 戰爭時誰收屍？PTT鄉民揭神秘內幕：大賺,Fri Oct  2 12:02:20 2020
3,4,-1,Holmes7 (El Mundo),[問卦] 我哥也是勞工為何不嫌退休金少？,Wed Oct  7 19:18:30 2020
5,2,3,saisai9230 (小為),[新聞] 延攬柯文哲人馬 林右昌證實前北市府發言人林昆鋒接綜合發展處長,Wed Oct  7 20:14:42 2020
30,5,25,Usayhiisayha (【〖《〔（{`}）〕》〗】),[問卦] 海陸全餐加蔥蛋林志玲吃的完嗎？,Fri Oct  2 11:53:04 2020
5,0,5,sam197665 (東哥),[問卦] 川普對上羅禮士，誰會贏？,Wed Oct  7 20:39:58 2020
27,3,24,badjye911 (阿三),[問卦] 基隆以後適合長住嗎？,Fri Oct  2 11:50:33 2020
8,2,6,perfidia (Schlafmütze),[問卦] FB上面放BMW跟放MBL哪個可以吸引到女森？,Wed Oct  7 17:40:13 2020
5,2,3,mesubutaMYS (YBUTACHAN),[問卦] 上帝連我的隊友都救不了，如何救世人,Fri Oct  2 13:55:12 2020
5,6,-1,kashima228 (承),[問卦] 機車上高速到底有沒有合法？,Wed Oct  7 18:51:23 2020
72,7,65,faosxh (灰狐狸),[問卦] 有沒有像「北榮」這種簡稱的簡稱,Fri Oct  2 14:25:18 2020
0,2,-2,d995511 (flcl),[問卦] 買惹many發現路上妹子都在看我怎麼辦？,Wed Oct  7 21:23:36 2020
6,0,6,HyperPoro (TomorrowIsInYourHands),[問卦] 川普如果癒後颯爽復出會發生什麼事？,Fri Oct  2 14:44:17 2020
5,0,5,opfish (coco),[問卦] 爐渣市要辦國慶煙火有推薦好玩好吃的嗎,Fri Oct  2 12:58:01 2020
129,21,108,facebookig (魯蛇臉書),[爆卦] 恭喜警察被記申誡喔！,Wed Oct  7 19:41:08 2020
40,5,35,lockgolden (鎖金),[問卦] 有匿蹤戰機，怎麼匿蹤飛彈還沒做出來？,Wed Oct  7 17:10:45 2020
6,3,3,Francise (少喝飲料多喝水),[問卦] 雙北的8＋9都藏在哪？,Wed Oct  7 18:46:36 2020
4,1,3,s110269 (),[問卦] 放假前進十張2330是不是躺著數錢？,Fri Oct  2 13:41:38 2020
3,0,3,"sheep531531 (只是一隻羊 @(""o_o"")@)",[問卦] 甘草粉是不是屌打梅粉？,Wed Oct  7 18:49:36 2020
30,2,28,amoebaba719 (阿米巴(按z進精華區)),[新聞] Subway潛艇堡的麵包不是麵包？愛爾蘭法院,Wed Oct  7 18:20:29 2020
7,0,7,LaAc (深淵戰士),[問卦] 有沒有hspice的八卦,Wed Oct  7 20:08:51 2020
8,4,4,r1i545we (種田賣菜郎),[問卦] 看到教召要加薪教召仔有多爽？？,Wed Oct  7 20:13:57 2020
23,2,21,Stella289 (Stella),[新聞] 放寬除役年限？年齡擬提高到50歲,Wed Oct  7 20:49:37 2020
62,74,-12,googolplex (googolplex),[爆卦] 最新防疫成功國家排名 中國第一 台灣榜外,Wed Oct  7 17:40:29 2020
8,0,8,IslamicState (伊斯蘭國-不亂砍頭),[問卦] 川普中標會讓美國選舉產生變數嗎,Fri Oct  2 13:08:07 2020
1,1,0,bluebagel (果果:)),[問卦] 大家幾天沒洗頭會變條碼頭？,Fri Oct  2 13:28:29 2020
13,7,6,Sandra777 (珊朵拉),[問卦] 年薪40萬  可以買台北哪裡？,Wed Oct  7 18:00:37 2020
19,1,18,theskyofblue (天空藍),[問卦] 蘋果的safari為啥這麼多人愛用,Fri Oct  2 15:18:20 2020
5,0,5,matatabi (matatabi),[問卦] 台中火車站那麼多家太陽餅都誰在買的？,Wed Oct  7 18:29:46 2020
3,1,2,Giddcns (狠、插、勁！！！),[問卦] 有沒有蓋牌的八卦？,Wed Oct  7 16:30:55 2020
6,3,3,DavidGuetta (大衛 庫塔),[問卦] 台灣跟中國一樣虛坪制不丟臉嗎？,Wed Oct  7 16:58:55 2020
10,5,5,stockeye (stockeye),[新聞] 救豬農「百億基金」首曝光 陳吉仲：4年共,Wed Oct  7 21:00:08 2020
23,3,20,mucorn (MU),[問卦] 美國總統中毒，最爽的是誰？,Fri Oct  2 13:17:51 2020
8,5,3,soulboy330 (stay the course),[問卦] 咖啡因洗髮精真的有用嗎？,Wed Oct  7 19:36:34 2020
1,0,1,ASKR (ASKR),[問卦] 阿薩斯會淨化白宮嗎,Fri Oct  2 13:27:28 2020
4,1,3,tigotigo5566 (鐵劍5566),[問卦] 有沒有黃安又要拍戲的八卦？,Fri Oct  2 14:35:56 2020
33,3,30,fenway18 (天然本草),[新聞] 慕尼黑房市 泡沫風險冠全球,Wed Oct  7 19:45:27 2020
4,1,3,d995511 (flcl),[問卦] 明天要挑戰一人頂三工好緊張？,Wed Oct  7 20:53:21 2020
5,0,5,christiano (喀稱),[問卦] 外國人中文歌的例子多嗎？,Wed Oct  7 16:35:27 2020
1,2,-1,hydroer (水人),[問卦] 汪建民和丸子的Junior要怎麼分？,Wed Oct  7 20:10:35 2020
3,0,3,jun059 (好想睡覺),[問卦] 想見你為啥沒入圍金曲獎？,Wed Oct  7 21:15:44 2020
40,0,40,jackliao1990 (jack),[爆卦] 2020年諾貝爾化學獎,Wed Oct  7 17:48:42 2020
6,1,5,stuj9019 (肥宅好吃 ^Q^),[問卦] 該怎麼用北京話求饒,Fri Oct  2 13:18:06 2020
94,13,81,chee77724 (打工小天后),[新聞] 大安警衛伴李登輝36年今解散歸建 　李坤,Wed Oct  7 17:16:21 2020
26,7,19,milkBK (blitzkrieg比較低),[問卦] 台灣有厲害的科普YT嗎？,Fri Oct  2 12:09:51 2020
2,1,1,ht91008 (色情狂),[問卦] 在美國生病只能自身自滅嗎？,Fri Oct  2 14:49:39 2020
5,22,-17,GOD5566GOD (o'_'o),[問卦] 覺青是不是嚇得屁滾尿流了wwwwwww,Fri Oct  2 14:06:27 2020
4,2,2,Dodoroiscute (再想想),[問卦] 美豬進口台灣，誰會去代理經銷啊？,Wed Oct  7 18:44:33 2020
16,2,14,goldenhill (我的人權時代),[新聞]「退黨證書」可線上辦 中國人紛退黨自保,Wed Oct  7 20:13:46 2020
25,7,18,sec5566 (sec),[問卦] 象棋是不是不懂戰爭的人發明的,Wed Oct  7 19:33:26 2020
13,5,8,qk56 (休息56),欸! 教召爭議其實是因為不公平吧!,Wed Oct  7 18:00:15 2020
7,2,5,shoga (歡迎 來自星星的Elohim),[爆卦] 日本藝人結婚對東京股市的衝擊,Fri Oct  2 14:50:45 2020
8,0,8,sodistrues (true),[問卦] 為什麼日本AKB會突然力捧大盛真步？,Fri Oct  2 12:21:16 2020
131,14,117,scum5566 (你好宅),[新聞] 礦業63歲老闆再婚娶38歲妻 新娘：嫁給愛,Wed Oct  7 17:06:14 2020
30,5,25,zxc2331189 (阿拉花瓜),[新聞] 獨／國道又見機車趴趴走…連過2交流道不,Wed Oct  7 16:38:34 2020
25,6,19,fnm525 (22/7博士後研究員),[問卦] 大學私立前段是哪幾間阿？,Wed Oct  7 18:34:51 2020
7,2,5,edwardsyo (愛德華),[問卦] 中秋節大家會做愛吧,Fri Oct  2 14:06:43 2020
14,1,13,arrenwu (拉姆真可愛),[問卦] 為什麼兔田佩可拉一直在用小畫家？,Wed Oct  7 19:59:29 2020
11,88,-77,nerudaliu (Chairborne Ranger),[新聞] 「不管你說什麼，我反戰！」龍應台怒批,Wed Oct  7 17:53:46 2020
16,1,15,Masahiro (),[新聞] 超愛吃肉乾！28歲女罹大腸癌　醫曝研究,Fri Oct  2 12:29:44 2020
4,5,-1,Taiwanese (臺灣人),[問卦] 年收50萬在鄉下地方是什麼等級,Fri Oct  2 13:43:02 2020
5,2,3,edrpj (非賣品),[新聞] 網購3盒壯陽藥 男子差點被關10年,Wed Oct  7 18:52:23 2020
18,2,16,thomasyu (你要戰，便來戰),[新聞] 19歲男大生多次與15歲女孩上床　品行優良,Wed Oct  7 16:45:50 2020
9,4,5,mickeykiller (黑色曼陀羅),[問卦] 市容差距,Wed Oct  7 16:15:35 2020
7,7,0,kukulee (),[新聞] 辦好市多會員卡值得？過來人曝「真實經驗,Fri Oct  2 11:31:35 2020
8,2,6,cosmite (焼き団子),[問卦] 娶到銀行員是什麼感覺？,Wed Oct  7 19:31:51 2020
7,1,6,tLuesuGi (不識庵謙信),[問卦] 所以推背圖有推到川普陽性嗎,Fri Oct  2 14:18:11 2020
13,0,13,laptic (靜夜聖林彼岸花),[新聞] 夫妻冷戰10年互罵畜生、惡毒的嘴 法院認2人已恩斷義絕,Fri Oct  2 14:45:01 2020
17,7,10,wuyiulin (機掰客家人),[問卦] 撿到鴿子怎麼辦？,Wed Oct  7 19:04:47 2020
7,3,4,ClownT (克朗),[問卦] 愛莉莎莎算是PTT反串的巔峰嗎？,Fri Oct  2 12:45:48 2020
65,3,62,despairF (オタクペンギン),[問卦] 有沒有四級地震的卦？,Wed Oct  7 19:20:23 2020
2,0,2,pkmu8426 (巴426),[新聞] 開放美豬｜農委會疑濫用政策行銷費用,Wed Oct  7 17:45:25 2020
6,2,4,jt1801 (白白的),[問卦] 閩南民系漢族的特徵是什麼？,Fri Oct  2 14:38:28 2020
21,5,16,tn00270144 (正義),[問卦] 為什麼我還沒被教召過？？？,Wed Oct  7 20:38:18 2020
0,0,0,qazwsx0128 (*****),[問卦] 美國之子捨身對抗邪惡這劇本怎麼樣,Fri Oct  2 13:54:04 2020
6,0,6,lauwei (lauwei),[問卦] 拜登如果輸了會提起選舉無效之訴嗎,Fri Oct  2 13:27:14 2020
37,19,18,Stella289 (Stella),[問卦] 除役年齡 可能要延長14年了,Wed Oct  7 19:01:53 2020
2,0,2,Flitz (費爾),[問卦] 台灣以外的中秋節 有人在烤肉嗎,Fri Oct  2 13:46:54 2020
26,1,25,dream0821 (早餐很重要),[問卦] 習近平怎摸都沒事啊,Fri Oct  2 14:14:19 2020
41,18,23,shiwenli (別哭),[新聞] 機車族不是人！ 中央擬取消人行道機車格,Fri Oct  2 15:23:54 2020
14,3,11,OhwadaAkira (大和田常務),[新聞] 駁陳廷寵 嚴德發：國軍現在最有戰力,Wed Oct  7 17:19:57 2020
11,1,10,jack3254 (cozoro),[問卦] 簡廷芮男友是不是很有錢？,Fri Oct  2 13:58:11 2020
18,1,17,zft777 (誰贊成?誰反對?),[問卦] 百度鎖臺灣ip是不是分裂國家？,Wed Oct  7 18:10:09 2020
0,0,0,Killhugh (),[問卦]  A date which will live in infamy,Fri Oct  2 13:42:20 2020
2,0,2,DONNY (Donny),[問卦] 有沒有給我tempo ready go 的掛,Fri Oct  2 12:13:38 2020
10,4,6,bamama56 (bamama),[新聞] 3000違建工廠僅300納管　桃園祭違建剋星,Fri Oct  2 12:23:05 2020
1,0,1,Phoenix723 (操場旁的含羞草),[問卦] 辛普森家庭的製作人？,Fri Oct  2 15:17:05 2020
3,1,2,kone33221 (阿揪),[問卦] 有沒有智力測驗的八卦？,Wed Oct  7 16:25:00 2020
4,0,4,YU0121 (愛玉冰™),[問卦] 朋友去買豪宅,Fri Oct  2 11:54:47 2020
19,2,17,royroy666 (老鼠),[問卦] 要世界大戰了嗎？,Fri Oct  2 13:12:52 2020
7,0,7,lupin2401 (信長肛森蘭),[問卦] 川普確診的時間點,Fri Oct  2 15:13:34 2020
2,0,2,shala (沙羅是轉換後的文字檔打m),[問卦] 開戰後要打多久才能讓共匪喪失戰意？,Wed Oct  7 21:03:18 2020
5,15,-10,chadmu (查德姆),[新聞] 爆哭！吳宗憲現場骰子擲到這一面「小鬼真,Wed Oct  7 20:04:13 2020
0,0,0,HIDEI524 (shuchan),[問卦] 辯論會的辯論人位置是社交距離嗎？,Fri Oct  2 14:34:11 2020
1,0,1,iwannashot (奶油會飛),[問卦] 翻墮羅拳接班人,Fri Oct  2 13:47:33 2020
52,4,48,peterlin495 (專業果粉O'_'O),[新聞] 習近平思想 納入中國重點大學必修課,Wed Oct  7 20:54:10 2020
6,0,6,iamshiba ((  ・ω・`),[問卦] 有湯瑪士小火車真人版的卦ㄇ,Wed Oct  7 18:21:58 2020
8,0,8,ich2 (北川石原都是我老婆),[問卦] 台北人連假會去哪裡玩的八卦,Fri Oct  2 14:09:00 2020
11,0,11,fawangching (陽光宅叔),[問卦] 中國484完了,Fri Oct  2 13:37:19 2020
168,1,167,zxc8899546 (183帥哥),[協尋] 桃園交通事故，請大家幫幫忙,Mon Oct  5 18:38:57 2020
1,5,-4,astring (AString),[問卦] 大蛇丸是不是也得肺炎？,Fri Oct  2 14:36:16 2020
216,33,183,richjf (richArt),[新聞] 何志偉提美豬總量管制 蔡英文不語、中常,Wed Oct  7 17:53:49 2020
1,2,-1,s910211 (我愛PTT),[問卦] 發現自己對別人的悲慘無感，怎麼釋懷？,Wed Oct  7 18:22:07 2020
11,2,9,e22103 (RRRRRRRRRRRRRRRRRRRR),[新聞] 林智堅表態不選新北市長 侯友宜：好人才,Fri Oct  2 15:08:18 2020
6,2,4,relax911 (Lmerro),[新聞] 營養午餐文宣遭疑宣揚瘦肉精 教育部要求,Wed Oct  7 17:48:48 2020
6,1,5,deurpye (WORRY),[問卦] 潘瑋柏 瘦子Ozi,Wed Oct  7 20:46:52 2020
12,1,11,ibox5566 (I盒子5566),[問卦] 禮拜一台股開盤要馬上把股票賣掉嗎？,Fri Oct  2 13:28:28 2020
6,4,2,kuro (垃圾不分藍綠),[新聞] 台灣大道違停昨害死18歲女大生　扯！貨車,Wed Oct  7 21:10:17 2020
0,0,0,nanami56 (I 佛 U),[問卦] 欸幾年沒放過颱風假了？,Wed Oct  7 20:21:01 2020
317,26,291,rpg1510 (八分之三),[新聞] 國民黨推台美復交…國台辦崩潰了 江啟臣,Wed Oct  7 17:58:48 2020
1,0,1,colorless (colorless),[新聞] 美50名參議員致函川普政府 敦促展開台美BTA談判,Fri Oct  2 14:31:15 2020
0,0,0,longtimens (阿捲),[問卦] 是不是有重大事件就是ptt的價值發揮的時,Fri Oct  2 13:35:39 2020
3,2,1,ai770116 (東方的神秘力量),[問卦] 有沒有川普都不戴口罩很沒水準的八卦,Fri Oct  2 13:23:28 2020
4,1,3,JKGOOD (Dont QQ),[問卦] 為什麼有錢人愛打高爾夫,Fri Oct  2 11:54:27 2020
4,18,-14,duncan8522 (小B),[新聞] 內衣女模遭硬塞　胸部驚見「異物」！闆娘,Wed Oct  7 18:14:20 2020
8,2,6,wangyc (粒咲杏子的老公),[問卦] 有沒有一姆三分咪的八卦？,Fri Oct  2 13:53:12 2020
12,8,4,samgreco (55),[問卦] 台灣人為什麼排斥當兵上戰場呢？,Fri Oct  2 14:00:25 2020
4,1,3,YU0121 (愛玉冰™),[問卦] 商圈一堆女性品牌服飾到底誰在買的？,Wed Oct  7 16:46:47 2020
25,4,21,owo0204 (owo0204),[問卦] 美國總統死於武漢肺炎的話這仇多大,Fri Oct  2 15:28:46 2020
6,1,5,silentknight (清純男),[問卦] 為什麼白石麻衣的影片出現的是白石茉莉奈,Wed Oct  7 18:55:21 2020
453,34,419,rabbit83035 (遠野妖怪前綫),[新聞] 獨家》教室冷氣跳電停機一個月 高市國小,Wed Oct  7 18:24:04 2020
52,12,40,Ryo5566 (),[新聞] 國小菜單驚見瘦肉精文宣挨轟　北市教育,Wed Oct  7 19:11:57 2020
7,3,4,Jyery (文弟),[問卦] 慟！Fighter 6停產了,Wed Oct  7 16:45:50 2020
7,3,4,pulagu (遠離中共，遠離瘟疫！),[新聞] 確診者在身邊？ 新APP將發出警告,Fri Oct  2 14:12:07 2020
9,1,8,rfvujm (Rfvujm),[問卦] 現在沒人在說很台了嗎,Wed Oct  7 20:23:40 2020
20,6,14,HTC92 (中国台湾人的驕傲-92共識),[新聞] 高雄全套店收三倍券 更自製「振興折200券,Wed Oct  7 18:47:54 2020
20,2,18,PrinceKanto (生田絵梨花は俺の嫁),[新聞] 川普夫婦確診新冠肺炎 副總統潘斯：為他,Fri Oct  2 15:21:02 2020
5,15,-10,XXXXCOW (xxxxcow),[新聞] 拍妻絲襪辣腿…遭轟死變態！尪1句反擊 冉,Wed Oct  7 19:03:46 2020
32,2,30,oz5566 (威廉。霍恩索倫),[問卦] 拜登應該嚇死了吧,Fri Oct  2 14:08:09 2020
5,0,5,reppoc (稍會),[問卦] 川普推特宣布中標前會先操作股票嗎？,Fri Oct  2 14:31:43 2020
20,7,13,ubcs (覺★青年超冒險蓋),[公告] 多篇無關推噓文 水桶,Wed Oct  7 17:49:04 2020
11,1,10,EvilisGood (Hustler),[問卦] 有沒有Reddit都在慶祝川普確診的八卦,Fri Oct  2 13:41:01 2020
9,3,6,Sandra777 (珊朵拉),[問卦] 欸 在麥當勞丟垃圾 不分類的都什麼人,Wed Oct  7 18:09:17 2020
0,13,-13,bensonwood (班木),[爆卦] 台彩刮刮樂的設計者的都不讀書嗎？,Fri Oct  2 14:47:49 2020
9,1,8,LeeAnAn (就值得了愛，就值得了等),[問卦] 碩士念什麼所最慘？,Wed Oct  7 16:55:56 2020
7,1,6,orfan (當個快樂的邊緣人~),[問卦] 為什麼冰淇淋紅茶是給粗吸管啊,Wed Oct  7 17:07:34 2020
990,66,924,ubcs (覺★青年超冒險蓋),[公告] 中秋連假線上烤肉兼置底聯誼閒聊區,Wed Sep 30 23:45:49 2020
3,2,1,xzcb2008 (嘿嘿我很變態歐),[問卦] =.= 有沒有賣塊公務員油土伯阿神的八卦,Wed Oct  7 19:30:01 2020
7,1,6,ccyaztfe (best_troll_tw),[問卦] 看到俯衝轟炸機衝過來的士兵在想啥？,Wed Oct  7 16:28:03 2020
3,0,3,jason851124 (YeeeEX),[問卦] 台灣情趣用品店怎麼那麼多？,Wed Oct  7 21:25:53 2020
3,4,-1,algebraic (algebraic),[問卦] 學弟想面交,Fri Oct  2 11:56:49 2020
8,21,-13,jt910203 (aa),[問卦] 唐綺陽預言很準的八卦,Fri Oct  2 13:35:12 2020
9,1,8,Qoo302 (Qoo~),[問卦] 有沒有什麼歌是台灣國慶應該必唱的？,Fri Oct  2 13:08:50 2020
33,3,30,k90209 (k90209),[問卦] 中共到底紀念孫中山幹嘛？,Fri Oct  2 12:13:01 2020
13,5,8,BlueANSI (藍色),[問卦] 私立大學分前後段是不是假議題？,Wed Oct  7 18:53:59 2020
4,1,3,ryusenming ( ),[問卦] 拿熟女穿一天的絲襪來尻槍是什麼感覺,Wed Oct  7 20:49:08 2020
4,0,4,NagahamaNeru (睡睡的老公),[新聞] 35隻猴子打群架　踩塌樓房壓死屋主和工人,Wed Oct  7 20:36:41 2020
35,7,28,CHL98 (CHL),[新聞] 吃完牛肉麵稱「老闆送錯了」奧客只付陽春,Wed Oct  7 19:16:54 2020
3,2,1,you495 (哭哭),[問卦] 老闆怎麼還不放蝦,Fri Oct  2 14:02:33 2020
85,6,79,Scathach (紫色BBA),[問卦] 27歲 人生終於到盡頭了,Wed Oct  7 17:42:34 2020
8,4,4,Flitz (費爾),[問卦] 一般人可以把hangten穿得很潮嗎,Fri Oct  2 11:36:43 2020
28,78,-50,vntlu (),[新聞] 傳柯文哲一度想出席！國慶日退將辦「反台,Wed Oct  7 17:45:40 2020
6,0,6,Gazooli (窩4肥宅),[問卦] 烤懶較怎麼烤才好吃,Fri Oct  2 13:29:39 2020
1,10,-9,ilovebunnies (bunny),[問卦] 鄉民會眼皮跳嗎,Wed Oct  7 16:38:34 2020
2,4,-2,Wardyal (pekomiko),[問卦] 甚麼是快樂？,Wed Oct  7 18:11:55 2020
6,24,-18,nba887215 (方塊馬),[新聞] 反駁賣台　周錫瑋：國民黨什麼時候對大,Fri Oct  2 11:58:54 2020
15,2,13,silbermond (...),[新聞] 大象絕望嚼食垃圾!攝影師跟蹤骨瘦如柴的,Wed Oct  7 17:27:30 2020
6,2,4,Gazooli (窩4肥宅),[問卦] 中秋禮金只有200怎辦,Fri Oct  2 14:11:25 2020
0,0,0,el790124 (噓噓),[問卦] 城市尋寶是個什麼樣的活動,Fri Oct  2 14:37:31 2020
2,15,-13,jasd1786 (假橡膠樹),[問卦] 中秋連假第二天應該沒人會噓了吧？,Fri Oct  2 14:11:32 2020
8,0,8,sulanpa (...),[新聞] 揚言殺孩子、打斷親生女兒腿 法官准惡爸,Wed Oct  7 19:35:31 2020
6,5,1,FuyumiIrisu (入須冬実),[新聞] 每月捐薪水1%　永達保經8年捐64輛長照專車,Wed Oct  7 19:10:28 2020
2,0,2,aquaair (aquaair),[問卦] 沒塞車是不是大家改雙十才出遊啊？,Fri Oct  2 11:35:29 2020
0,0,0,serenitymice (肥肥超越者),[問卦] 你說自由就像一陣風,Wed Oct  7 20:56:10 2020
4,0,4,r5e97nk63 (DoUNo),[問卦] 拜登中標的機率？,Fri Oct  2 13:35:31 2020
11,0,11,Pamplona (￣︶￣),[問卦] 川普是高危險族群吧！,Fri Oct  2 13:54:23 2020
2,2,0,tigotigo5566 (鐵劍5566),[問卦] 羅志祥在微博慶賀雙節的八卦？,Fri Oct  2 13:11:22 2020
1,1,0,dasuininder (硬派大叔),[問卦] 肥宅的嘔吐物能賣多少？,Wed Oct  7 19:16:06 2020
6,5,1,thejackys (肥波),[問卦] 約克羊會看綿羊料理嗎,Wed Oct  7 17:44:44 2020
7,1,6,akanishiking (arnold jackson),[問卦] 有沒有芭樂特的八卦？,Fri Oct  2 12:07:53 2020
16,0,16,LEEWY (芸兒),[問卦] 現在還有人固定14天買全家人的口罩嗎,Fri Oct  2 15:10:55 2020
3,0,3,qskingq (勾勾),[問卦] 現在換成彭斯的話，中國會有多慘呢？,Fri Oct  2 13:31:58 2020
7,4,3,F16V (んなあああああああああ),[新聞] 局長遭爆料！軍情局駁斥醜聞不排除提告,Wed Oct  7 19:42:41 2020
